"","municipio","uf","lat","long"
"116","Panelas","PE",-8.6634096,-36.0231117
"117","Paranatama","PE",-8.8975666,-36.6651719
"118","Parnamirim","PE",-8.0901313875,-39.5782479875
"119","Passira","PE",-7.9453002,-35.5855686
"120","Paudalho","PE",-7.8918741,-35.1768943
"121","Paulista","PE",-7.93509467419355,-34.8748496
"122","Pedra","PE",-8.4972597,-36.9412177
"123","Pesqueira","PE",-8.37921275882353,-36.7927201235294
"124","Petrolina","PE",-9.37153325681818,-40.4887483454545
"125","Petrolândia","PE",-9.0586687125,-38.2739128125
"126","Pombos","PE",-8.14157193333333,-35.39854915
"127","Poção","PE",-8.18847271428571,-36.7089433571429
"128","Primavera","PE",-8.331824,-35.3526761
"129","Quipapá","PE",-8.814135275,-36.020019475
"130","Quixaba","PE",-7.70917446666667,-37.8466208666667
"131","Recife","PE",-8.06166279101562,-34.8945467335937
"132","Riacho das Almas","PE",-8.13516827,-35.86233074
"133","Ribeirão","PE",-8.50452712,-35.37316414
"134","Rio Formoso","PE",-8.65985927777778,-35.1535363444444
"135","Sairé","PE",-8.328504,-35.69088125
"136","Salgadinho","PE",-7.92356646666667,-35.6477731333333
"137","Salgueiro","PE",-8.07318980588235,-39.132274
"138","Saloá","PE",-8.9540984875,-36.7189879
"139","Sanharó","PE",-8.36226617777778,-36.5568787333333
"140","Santa Cruz","PE",-8.244586,-40.3337801
"141","Santa Cruz da Baixa Verde","PE",-7.8119273,-38.1461533
"142","Santa Cruz do Capibaribe","PE",-7.94379410714286,-36.2325728214286
"143","Santa Filomena","PE",-8.1646845,-40.6136696666667
"144","Santa Maria da Boa Vista","PE",-8.7892099625,-39.82293
"145","Santa Maria do Cambucá","PE",-7.85826758333333,-35.8977018833333
"146","Santa Terezinha","PE",-7.37825678,-37.48064454
"147","Serra Talhada","PE",-7.97944717727273,-38.3054642590909
"148","Serrita","PE",-7.9323033125,-39.2868620125
"149","Sertânia","PE",-8.0748422,-37.2675867272727
"150","Sirinhaém","PE",-8.58918146666667,-35.1149944555556
"151","Solidão","PE",-7.5956059,-37.6500551666667
"152","Surubim","PE",-7.84981581818182,-35.755052
"153","São Benedito do Sul","PE",-8.81220205,-35.9453793
"154","São Bento do Una","PE",-8.52279141,-36.4438377
"155","São Caitano","PE",-8.33013983333333,-36.1453597111111
"156","São Joaquim do Monte","PE",-8.4302732,-35.807147575
"157","São José da Coroa Grande","PE",-8.89472944285714,-35.1494010571429
"158","São José do Belmonte","PE",-7.86003448888889,-38.7594548444444
"159","São José do Egito","PE",-7.479527525,-37.273950975
"160","São João","PE",-8.7663043,-36.32845105
"161","São Lourenço da Mata","PE",-7.99870484285714,-35.0346009214286
"162","São Vicente Ferrer","PE",-7.5905359375,-35.4902767
"163","Tabira","PE",-7.58806321111111,-37.5397747555556
"164","Tacaimbó","PE",-8.33048132,-36.29248248
"165","Tacaratu","PE",-9.10214383636364,-38.1492973181818
"166","Tamandaré","PE",-8.7574498,-35.1311134857143
"167","Taquaritinga do Norte","PE",-7.88870770909091,-36.0879067909091
"168","Terezinha","PE",-9.0532545,-36.6264607666667
"169","Terra Nova","PE",-8.2291681,-39.3832794833333
"170","Timbaúba","PE",-7.51274545384615,-35.3186213615385
"171","Toritama","PE",-16.342940675,-42.922744
"172","Tracunhaém","PE",-7.79749266,-35.23869302
"173","Trindade","PE",-7.7645340125,-40.2680116125
"174","Triunfo","PE",-7.83944758571429,-38.0998632714286
"175","Tupanatinga","PE",-8.752141825,-37.341806
"176","Tuparetama","PE",-7.6121178,-37.3120993
"177","Venturosa","PE",-8.5768854375,-36.8748342625
"178","Verdejante","PE",-7.92518244285714,-38.9706448428571
"179","Vertente do Lério","PE",-7.77301353333333,-35.8494979666667
"180","Vertentes","PE",-7.93251825714286,-35.9738805285714
"181","Vicência","PE",-7.66714994444444,-35.3259909333333
"182","Vitória de Santo Antão","PE",-8.11513006363636,-35.2946243045455
"183","Xexéu","PE",-8.797252675,-35.624950875
"184","Água Preta","PE",-8.698974,-35.5233810333333
"185","Águas Belas","PE",-9.1101975,-37.1247677
