"","municipio","uf","lat","long"
"159","Pimenteiras","PI",-6.2389765,-41.4186774
"160","Pio IX","PI",-6.84773,-40.5836128
"161","Piracuruca","PI",-3.9281643,-41.7117252
"162","Piripiri","PI",-4.2740981,-41.7742218
"163","Porto","PI",-3.8957617,-42.7108973
"164","Porto Alegre do Piauí","PI",-6.9657738,-44.1811745
"165","Prata do Piauí","PI",-5.66806333333333,-42.2057472
"166","Queimada Nova","PI",-8.5705461,-41.4159127
"167","Redenção do Gurguéia","PI",-9.48494504,-44.58633114
"168","Regeneração","PI",-6.2346536,-42.6857863714286
"169","Riacho Frio","PI",-10.12525105,-44.95139895
"170","Ribeira do Piauí","PI",-7.6926211,-42.71246695
"171","Ribeiro Gonçalves","PI",-7.56031975714286,-45.2418273142857
"172","Rio Grande do Piauí","PI",-7.7778724,-43.1396778666667
"173","Santa Cruz do Piauí","PI",-7.1842923,-41.7672648666667
"174","Santa Cruz dos Milagres","PI",-5.806186,-41.9527696
"175","Santa Filomena","PI",-9.11212721666667,-45.91633645
"176","Santa Luz","PI",-8.9525227,-44.130028
"177","Santa Rosa do Piauí","PI",-6.79778345,-42.2850614
"178","Santana do Piauí","PI",-6.91397185,-41.55475875
"179","Santo Antônio de Lisboa","PI",-6.982451,-41.228909375
"180","Santo Antônio dos Milagres","PI",-6.04712105,-42.7122446
"181","Santo Inácio do Piauí","PI",-7.42630683333333,-41.9086316333333
"182","Sebastião Barros","PI",-10.81734685,-44.8343335
"183","Sebastião Leal","PI",-7.5685651,-44.04952945
"184","Sigefredo Pacheco","PI",-4.9160159,-41.73177135
"185","Simplício Mendes","PI",-7.85844368571429,-41.8953759571429
"186","Simões","PI",-7.60121178333333,-40.8057953333333
"187","Socorro do Piauí","PI",-7.8668802,-42.48957618
"188","Sussuapara","PI",-7.0380428,-41.38266905
"189","São Braz do Piauí","PI",-9.13933055,-43.0040159
"190","São Francisco de Assis do Piauí","PI",-8.23712215,-41.68616795
"191","São Francisco do Piauí","PI",-7.23762476666667,-42.5444636
"192","São Félix do Piauí","PI",-5.93375706666667,-42.1150076166667
"193","São Gonçalo do Gurguéia","PI",-10.02930255,-45.302762
"194","São Gonçalo do Piauí","PI",-5.98694975,-42.7054749333333
"195","São José do Divino","PI",-3.8111265,-41.83107205
"196","São José do Peixe","PI",-7.4923564,-42.5665199333333
"197","São José do Piauí","PI",-6.8752556,-41.4727132
"198","São João da Canabrava","PI",-6.81616635,-41.3440981
"199","São João da Fronteira","PI",-3.9508761,-41.2610754666667
"200","São João da Serra","PI",-5.51296046666667,-41.8961178
"201","São João da Varjota","PI",-6.9426148,-41.8894934
